itemid,cameraid,objecttype,color,trajcentroids,largestbbox,itemheadings
a7f7e6359add421aae1beecf4d69cc4b,scene-0468,vehicle.construction,default_color,"{[01010000800CE68CE876E092400FFE580871EE91401A2FDD24068109C0@2018-09-18 09:59:43.012404+00, 0101000080BDF413A35CE092404AC804DD9EEE91401A2FDD24068109C0@2018-09-18 09:59:43.512404+00, 0101000080E877F5BE7CE09240EDF8C9BC35EF91401A2FDD24068109C0@2018-09-18 09:59:44.012404+00, 0101000080FA6CA0044DE09240ADDF80C544EF91401A2FDD24068109C0@2018-09-18 09:59:44.512404+00, 0101000080B86E3EBA3CE09240857F9478C1EF91401A2FDD24068109C0@2018-09-18 09:59:45.012404+00, 01010000803E08BEA874E092405EDD5D1005F091401A2FDD24068109C0@2018-09-18 09:59:45.512404+00, 0101000080FEDADBD499E092403A945BEC6EF091401A2FDD24068109C0@2018-09-18 09:59:46.012404+00, 0101000080025F88D2A3E09240B4A5ED2D79F091401A2FDD24068109C0@2018-09-18 09:59:46.512404+00, 0101000080025F88D2A3E09240B4A5ED2D79F091401A2FDD24068109C0@2018-09-18 09:59:48.012404+00, 01010000809A87CFE1F1DF9240802DE3D51CEF91401A2FDD24068109C0@2018-09-18 09:59:55.912404+00, 0101000080F9FD1BE902E09240DCE9519D34EF91401A2FDD24068109C0@2018-09-18 09:59:56.412404+00, 010100008030CE741C05E09240B682D82FECEE91401A2FDD24068109C0@2018-09-18 09:59:56.912404+00, 01010000809C0B72C919E092402C12AC46BCEE91401A2FDD24068109C0@2018-09-18 09:59:57.412404+00, 01010000809C0B72C919E092402C12AC46BCEE91401A2FDD24068109C0@2018-09-18 09:59:57.912404+00, 01010000807003D3D64EE0924010E7130FBCEE91401A2FDD24068109C0@2018-09-18 09:59:58.412404+00, 0101000080F1981662BBE09240008FDA5A73EE91401A2FDD24068109C0@2018-09-18 09:59:58.912404+00, 01010000800EF37A9D1AE192404645CE58C8ED91401A2FDD24068109C0@2018-09-18 09:59:59.412412+00, 01010000800EF37A9D1AE192404645CE58C8ED91401A2FDD24068109C0@2018-09-18 09:59:59.912404+00, 010100008078AFEF3033E19240B682D82FECED91401A2FDD24068109C0@2018-09-18 10:00:00.412404+00, 010100008078AFEF3033E19240B682D82FECED91401A2FDD24068109C0@2018-09-18 10:00:00.912404+00, 010100008018CA1E0E58E192404CC6639CD3ED91401A2FDD24068109C0@2018-09-18 10:00:01.412404+00]}","STBOX Z((1206.798426606313,1145.9265238688713,-3.1879999999999997),(1209.4338163623245,1150.016979905808,-3.1879999999999997))","{[64.89299999808998@2018-09-18 09:59:43.012404+00, 63.89299999808998@2018-09-18 09:59:43.512404+00, 58.89299999808998@2018-09-18 09:59:44.012404+00, 54.89299999808998@2018-09-18 09:59:44.512404+00, 48.89299999808998@2018-09-18 09:59:45.512404+00, 44.89299999808998@2018-09-18 09:59:46.512404+00, 44.89299999808998@2018-09-18 09:59:48.012404+00, 54.89299999808998@2018-09-18 09:59:55.912404+00, 53.89299999808998@2018-09-18 09:59:56.412404+00, 55.89299999808998@2018-09-18 09:59:56.912404+00, 56.89299999808998@2018-09-18 09:59:57.412404+00, 56.89299999808998@2018-09-18 09:59:57.912404+00, 55.89299999808998@2018-09-18 09:59:58.412404+00, 55.89299999808998@2018-09-18 10:00:01.412404+00]}"
14c1c26945e54d6d8b0999946acd9304,scene-0468,vehicle.car,default_color,"{[010100008068B250874BA092409A300751A19191405037894160E5A0BF@2018-09-18 09:59:43.012404+00, 0101000080DB1AE27448A09240FAEA505DA39191405037894160E5A0BF@2018-09-18 09:59:43.512404+00, 01010000807D60986846A0924058A59A69A59191405037894160E5A0BF@2018-09-18 09:59:44.012404+00, 01010000806231BB4340A09240141A2E82A99191405037894160E5A0BF@2018-09-18 09:59:45.012404+00, 0101000080047771373EA09240A0B19C94AC9191405037894160E5A0BF@2018-09-18 09:59:45.512404+00, 0101000080E947941238A092405E2630ADB09191405037894160E5A0BF@2018-09-18 09:59:46.512404+00, 01010000808B8D4A0636A09240BCE079B9B29191405037894160E5A0BF@2018-09-18 09:59:47.012404+00, 0101000080715E6DE12FA0924078550DD2B69191405037894160E5A0BF@2018-09-18 09:59:48.012404+00, 010100008087373CD903A09240BAB5F2A2D99191405037894160E5A0BF@2018-09-18 09:59:55.912404+00, 0101000080297DF2CC01A0924018703CAFDB9191405037894160E5A0BF@2018-09-18 09:59:56.412404+00, 01010000800E4E15A8FB9F9240D4E4CFC7DF9191405037894160E5A0BF@2018-09-18 09:59:57.412404+00, 010100008081B6A695F89F9240627C3EDAE29191405037894160E5A0BF@2018-09-18 09:59:57.912404+00, 010100008023FC5C89F69F9240C03688E6E49191405037894160E5A0BF@2018-09-18 09:59:58.412404+00, 0101000080B4E9D9C8ABA09240FE405F8A559191405037894160E5A0BF@2018-09-18 09:59:58.912404+00, 0101000080C0EB0450C2A09240AEB3C71B439191405037894160E5A0BF@2018-09-18 09:59:59.412412+00, 01010000804802DE1E3AA09240006CE6A0AE9191405037894160E5A0BF@2018-09-18 09:59:59.912404+00, 010100008052D9818F779F92405AD02180FE9191405037894160E5A0BF@2018-09-18 10:00:00.412404+00, 01010000805A859EE9DB9D92405E2630ADB09291405037894160E5A0BF@2018-09-18 10:00:00.912404+00, 01010000807389F4F7889A924002976DB707959140A01A2FDD2406C1BF@2018-09-18 10:00:01.412404+00]}","STBOX Z((1189.0252551338822,1123.986623654436,-0.133),(1193.7982616143347,1125.5864476657957,-0.03300000000000003))","{[141.68700000067474@2018-09-18 09:59:43.012404+00, 141.68700000067474@2018-09-18 10:00:01.412404+00]}"
d104c40d83da420fb19d766310d03812,scene-0468,human.pedestrian.adult,default_color,"{[01010000808294593870FB9140684F736540959140F653E3A59BC4D03F@2018-09-18 09:59:43.512404+00, 01010000806332AE7DDCF8914018D6F4BA4B969140F853E3A59BC4D03F@2018-09-18 09:59:44.012404+00, 0101000080968D9E7892F691407A6D86B4C99791402A8716D9CEF7D33F@2018-09-18 09:59:44.512404+00, 01010000802EFCB0FB52F49140A4C915773F9991402A8716D9CEF7D33F@2018-09-18 09:59:45.012404+00, 01010000806485F25B38F291405667051F869A91402A8716D9CEF7D33F@2018-09-18 09:59:45.512404+00, 0101000080602FE42E86EF91403A0DA1E3A69B91402A8716D9CEF7D33F@2018-09-18 09:59:46.012404+00, 010100008028A6A2CEA0EC9140A81F24A4F19C91405EBA490C022BD73F@2018-09-18 09:59:46.512404+00, 0101000080AA3BE6598DE99140F8ACBB12049E91402A8716D9CEF7D33F@2018-09-18 09:59:47.012404+00, 0101000080A4BA501682E89140268AE018859F91405EBA490C022BD73F@2018-09-18 09:59:47.512404+00, 0101000080AC666D7066E69140E854825E3BA191402A8716D9CEF7D33F@2018-09-18 09:59:48.012404+00, 01010000808A407692D4BD91407CFDBA46BBB991402A8716D9CEF7DB3F@2018-09-18 09:59:55.912404+00, 0101000080B8F21382FCBE9140A42EC3F257BB9140C620B0726891DD3F@2018-09-18 09:59:56.412404+00, 0101000080C09E30DC60BC9140169754E054BD91405EBA490C022BDF3F@2018-09-18 09:59:56.912404+00, 01010000803207C2C9DDBA91401C18EA2360BE9140FBA9F1D24D62E03F@2018-09-18 09:59:57.412404+00, 0101000080663AF5FC90B8914002E90CFFD9BF9140C976BE9F1A2FE13F@2018-09-18 09:59:57.912404+00, 0101000080C84A4D3645B69140B8DC0AD452C1914095438B6CE7FBE13F@2018-09-18 09:59:58.412404+00, 0101000080FC7D8069F8B391409EAD2DAFCCC2914063105839B4C8E23F@2018-09-18 09:59:58.912404+00, 0101000080F827723CC6B19140467479E655C4914095438B6CE7FBE13F@2018-09-18 09:59:59.412412+00, 010100008022AF881595AF9140EE3AC51DDFC59140C976BE9F1A2FE13F@2018-09-18 09:59:59.912404+00, 010100008022AF881595AD9140684F7365C0C791405EBA490C022BDF3F@2018-09-18 10:00:00.412404+00, 0101000080F4D1630F94AB9140E46321ADA1C991402A8716D9CEF7DB3F@2018-09-18 10:00:00.912404+00, 010100008000D48E962AAA91405E78CFF402CB9140C620B0726891D53F@2018-09-18 10:00:01.412404+00]}","STBOX Z((1130.3454769605742,1125.481297044785,0.2619999999999999),(1151.055702955215,1138.5844769605742,0.5870000000000001))","{[139.345999991903@2018-09-18 09:59:43.512404+00, 144.345999991903@2018-09-18 09:59:44.012404+00, 140.34599999190294@2018-09-18 09:59:44.512404+00, 140.34599999190294@2018-09-18 09:59:48.012404+00, 139.345999991903@2018-09-18 09:59:55.912404+00, 139.345999991903@2018-09-18 10:00:01.412404+00]}"
fc84af5f79724bc8b40bccc1e6c73bc2,scene-0468,movable_object.trafficcone,default_color,"{[0101000080F814A4BCB07E9240F877779665C991402A5C8FC2F528BCBF@2018-09-18 10:00:00.912404+00, 0101000080F814A4BCB07E9240F877779665C991402A5C8FC2F528BCBF@2018-09-18 10:00:01.412404+00]}","STBOX Z((1183.3689236048872,1137.896648600159,-0.11000000000000001),(1183.9762656113069,1138.8017649944634,-0.11000000000000001))","{[123.86199999608482@2018-09-18 10:00:00.912404+00, 123.86199999608482@2018-09-18 10:00:01.412404+00]}"
33c55aa7ba3a4dc1a7f692362609d217,scene-0468,movable_object.trafficcone,default_color,"{[01010000808DF2B64553AF9240C4BE74B4CCA4914070C0CAA145B6A3BF@2018-09-18 09:59:43.012404+00, 0101000080BCCFDB4B54AF9240813308CDD0A4914070C0CAA145B6A3BF@2018-09-18 09:59:43.512404+00, 0101000080BCCFDB4B54AF92406C85C0EBD5A4914070C0CAA145B6A3BF@2018-09-18 09:59:44.012404+00, 0101000080EBAC005255AF924058D7780ADBA4914070C0CAA145B6A3BF@2018-09-18 09:59:44.512404+00, 0101000080EBAC005255AF9240144C0C23DFA4914070C0CAA145B6A3BF@2018-09-18 09:59:45.012404+00, 01010000801A8A255856AF9240009EC441E4A4914070C0CAA145B6A3BF@2018-09-18 09:59:45.512404+00, 01010000801A8A255856AF9240EBEF7C60E9A4914070C0CAA145B6A3BF@2018-09-18 09:59:46.012404+00, 01010000804A674A5E57AF9240A8641079EDA4914070C0CAA145B6A3BF@2018-09-18 09:59:46.512404+00, 0101000080649627835DAF9240D1C09F3BE3A49140F02A8716D9CEA7BF@2018-09-18 09:59:47.512404+00, 0101000080210BBB9B61AF9240E56EE71CDEA491403060E5D022DBA9BF@2018-09-18 09:59:48.012404+00, 0101000080210BBB9B61AF92409E8D6C08B0A4914080F1D24D621098BF@2018-09-18 09:59:55.912404+00, 010100008079446F6458AF92402B25DB1AB3A49140606CE7FBA9F192BF@2018-09-18 09:59:56.412404+00, 0101000080A2A0FE264EAF924089DF2427B5A49140C0CEF753E3A58BBF@2018-09-18 09:59:56.912404+00, 0101000080F4581DAC39AF9240A40E024CBBA4914000E9263108AC6CBF@2018-09-18 09:59:57.912404+00, 01010000801CB5AC6E2FAF924002C94B58BDA4914000806ABC7493583F@2018-09-18 09:59:58.412404+00, 010100008075EE603726AF92408F60BA6AC0A4914080B4C876BE9F7A3F@2018-09-18 09:59:58.912404+00, 01010000809E4AF0F91BAF92401DF8287DC3A4914080643BDF4F8D873F@2018-09-18 09:59:59.412412+00]}","STBOX Z((1195.611162554805,1129.1109867282744,-0.05049999999999988),(1196.0114787006771,1129.292827542019,0.011500000000000066))","{[143.9550000001991@2018-09-18 09:59:43.012404+00, 143.9550000001991@2018-09-18 09:59:59.412412+00]}"
806c9dc7fc144c1f809e0f21376e5268,scene-0468,vehicle.car,default_color,"{[010100008091AE49D36A5D9240D380E7B814B5914008AC1C5A643BD73F@2018-09-18 09:59:43.012404+00, 01010000807C973112AE589240A6A4274692B9914008AC1C5A643BD73F@2018-09-18 09:59:43.512404+00, 0101000080D03727030753924055294ADCB2BE914008AC1C5A643BD73F@2018-09-18 09:59:44.012404+00, 010100008064FCABE3424D9240025E0CBF95C3914008AC1C5A643BD73F@2018-09-18 09:59:44.512404+00, 0101000080A82F5427DB469240409D04CBECC7914008AC1C5A643BD73F@2018-09-18 09:59:45.012404+00, 01010000805ECF6202DD3F92408619A8D91ECA91403EDF4F8D976EDA3F@2018-09-18 09:59:45.512404+00, 0101000080D4220E19493A9240C6B6E2961FCA91406ABC74931804E23F@2018-09-18 09:59:46.012404+00, 01010000806F0E6EAADE349240172755276AC89140D022DBF97E6AE03F@2018-09-18 09:59:46.512404+00, 0101000080926F6DFD2730924042A60B1852C59140721283C0CAA1DD3F@2018-09-18 09:59:47.012404+00, 0101000080FEA1F340EA2C9240F4BEA10C9FC091403CDF4F8D976EDA3F@2018-09-18 09:59:47.512404+00, 0101000080D884F57E7A2B9240F49C50A519BB914008AC1C5A643BD73F@2018-09-18 09:59:48.012404+00, 010100008008FC482FD6A69240C789CED2F147914030DD24068195E7BF@2018-09-18 09:59:55.912404+00, 0101000080E84BD6C644B19240D6B68070613F9140C976BE9F1A2FE9BF@2018-09-18 09:59:56.412404+00, 010100008098BE3E58B2BB9240E4E3320ED136914063105839B4C8EABF@2018-09-18 09:59:56.912404+00, 0101000080565E59878FD09240013E9749B025914096438B6CE7FBEDBF@2018-09-18 09:59:57.912404+00, 010100008006D1C118FDDA92400F6B49E71F1D91402FDD24068195EFBF@2018-09-18 09:59:58.412404+00, 0101000080F2E7C92B78E4924073277ECFE2139140643BDF4F8D97F0BF@2018-09-18 09:59:58.912404+00]}","STBOX Z((1161.7736313581088,1091.6719269062428,-1.037),(1207.2757140527026,1138.5642531868482,0.563))","{[139.79099999862956@2018-09-18 09:59:43.012404+00, 137.79099999862956@2018-09-18 09:59:44.012404+00, 139.79099999862956@2018-09-18 09:59:44.512404+00, 145.79099999862956@2018-09-18 09:59:45.012404+00, 158.79099999862956@2018-09-18 09:59:45.512404+00, 174.79099999862956@2018-09-18 09:59:46.012404+00, 191.79099999862962@2018-09-18 09:59:46.512404+00, 209.79099999862962@2018-09-18 09:59:47.012404+00, 249.7909999986291@2018-09-18 09:59:48.012404+00, 320.79099999862837@2018-09-18 09:59:55.912404+00, 320.79099999862837@2018-09-18 09:59:58.412404+00, 324.7909999986283@2018-09-18 09:59:58.912404+00]}"
6484df5c95744b52aebc53745d4979f8,scene-0468,movable_object.trafficcone,default_color,"{[0101000080748C72ABFFB392400C3290ECD6A09140926E1283C0CAC1BF@2018-09-18 09:59:43.012404+00, 0101000080748C72ABFFB392400C3290ECD6A09140926E1283C0CAC1BF@2018-09-18 09:59:57.912404+00]}","STBOX Z((1196.8565632050384,1128.1057363687976,-0.13899999999999985),(1197.1427917102421,1128.3140372156727,-0.13899999999999985))","{[143.9550000001991@2018-09-18 09:59:43.012404+00, 143.9550000001991@2018-09-18 09:59:57.912404+00]}"
cbbbde8adfe2423aaf59b77fb01a4eed,scene-0469,movable_object.trafficcone,default_color,{[010100008089990100004B9240243E0D925D869140560E2DB29DEFC7BF@2018-09-18 10:00:01.612404+00]},"STBOX Z((1170.6784329101788,1121.4919571446171,-0.187),(1170.8215671374974,1121.6907977666488,-0.187))",{[234.2520000007899@2018-09-18 10:00:01.612404+00]}
77d27b5f5e9c4fa6be7ae99eed7292f0,scene-0468,movable_object.barrier,default_color,"{[01010000808F66B4A850E09240A6017A93BF8991402EDD24068195DBBF@2018-09-18 09:59:43.012404+00, 01010000808F66B4A850E09240A6017A93BF8991402EDD24068195DBBF@2018-09-18 09:59:57.912404+00, 010100008062B416B9A8E09240CA07FB28838991402EDD24068195DBBF@2018-09-18 09:59:58.412404+00, 01010000805C3381751DE1924070A3BF49338991402EDD24068195DBBF@2018-09-18 09:59:58.912404+00, 0101000080D2F12090CCE19240EA8CE67ABB8891402EDD24068195DBBF@2018-09-18 09:59:59.412412+00, 0101000080FD7837699BE1924042C69A43B28891402EDD24068195DBBF@2018-09-18 09:59:59.912404+00]}","STBOX Z((1207.9820150691814,1122.0324844181168,-0.43099999999999994),(1208.546522045457,1122.5786876139546,-0.43099999999999994))","{[235.65599999785468@2018-09-18 09:59:43.012404+00, 235.65599999785468@2018-09-18 09:59:59.912404+00]}"
2ffdf47cb73b4d569a5b46ba9816e2c3,scene-0469,human.pedestrian.adult,default_color,{[0101000080F60D7704D6A79140245AC9834DCC9140B047E17A14AED33F@2018-09-18 10:00:01.612404+00]},"STBOX Z((1129.546772823533,1138.7779735946835,0.3075000000000001),(1130.371229992147,1139.3734224817604,0.3075000000000001))",{[144.16200000037088@2018-09-18 10:00:01.612404+00]}
aa7729e7a72b4a59817d21467e67a5f1,scene-0469,vehicle.truck,default_color,{[0101000080FE6F86BBA8F591404492B1F650EE9140D022DBF97E6AC43F@2018-09-18 10:00:01.612404+00]},"STBOX Z((1144.735957645229,1144.1785811732013,0.15949999999999998),(1154.093598058097,1150.9795509498917,0.15949999999999998))",{[323.99100000272614@2018-09-18 10:00:01.612404+00]}
4100d9ae58ac4220989e9187390bda25,scene-0469,movable_object.barrier,default_color,{[0101000080B04DFBA0DACB9240FD3290E548989140355EBA490C02E3BF@2018-09-18 10:00:01.612404+00]},"STBOX Z((1202.8024408261513,1125.8445995525406,-0.594),(1203.1245686164004,1126.2977768762773,-0.594))",{[234.5939999946859@2018-09-18 10:00:01.612404+00]}
d1a9e8c0f4234f42a19271ec00e9480b,scene-0469,movable_object.trafficcone,default_color,{[0101000080976188843F5A924036660C63697191408616D9CEF753DFBF@2018-09-18 10:00:01.612404+00]},"STBOX Z((1174.4784853587303,1116.2368589065763,-0.48949999999999994),(1174.6455726608247,1116.4689748980093,-0.48949999999999994))",{[234.2520000007899@2018-09-18 10:00:01.612404+00]}
0310345c0de048b5a543297d8a28d28d,scene-0469,vehicle.car,default_color,{[0101000080D5040ED2022592406B715EB7FEEC91402C8716D9CEF7C33F@2018-09-18 10:00:01.612404+00]},"STBOX Z((1159.4760176444877,1145.8879192596758,0.15600000000000003),(1163.029491196159,1148.6095734841454,0.15600000000000003))",{[142.55099999849324@2018-09-18 10:00:01.612404+00]}
6899eb54da284a6aa10b074d246d9c66,scene-0469,movable_object.barrier,default_color,{[01010000804C7DBACCA491924000ACDE19D9CD9140C01E85EB51B87EBF@2018-09-18 10:00:01.612404+00]},"STBOX Z((1188.2868262557433,1139.3201370391,-0.007500000000000007),(1188.5350481985593,1139.6038884569023,-0.007500000000000007))",{[228.8209999994887@2018-09-18 10:00:01.612404+00]}
abfe9b36746846aab37c74ae9cebb43a,scene-0469,vehicle.car,default_color,{[0101000080B269FB36BE5692406013D0E7ABC6914000AC1C5A643BBF3F@2018-09-18 10:00:01.612404+00]},"STBOX Z((1171.8158464220612,1136.214181838325,0.12199999999999989),(1175.5556668079312,1139.1215711279506,0.12199999999999989))",{[142.1380000007606@2018-09-18 10:00:01.612404+00]}
a9f629959f274feaa6c5aaf373c51a59,scene-0469,movable_object.barrier,default_color,{[0101000080D68C4750889A92402885E1CCBDBB9140448B6CE7FBA9C9BF@2018-09-18 10:00:01.612404+00]},"STBOX Z((1190.444195299299,1134.8050515151049,-0.2005),(1190.8220421846236,1135.0656522274035,-0.2005))",{[214.59399998839945@2018-09-18 10:00:01.612404+00]}
c55e334f96bc4beb9903883dfb2f939e,scene-0469,movable_object.barrier,default_color,{[010100008029E7BCF05AAC9240D4329DE673AE91404A0C022B8716E5BF@2018-09-18 10:00:01.612404+00]},"STBOX Z((1194.9630649485516,1131.448753750854,-0.659),(1195.214552985883,1131.7776150697698,-0.659))",{[232.5939999946859@2018-09-18 10:00:01.612404+00]}
3801782d8b854960afd39c96c92d129b,scene-0469,movable_object.trafficcone,default_color,{[010100008059FACDD09D589240AF74E3EA117691405EBA490C022BD7BF@2018-09-18 10:00:01.612404+00]},"STBOX Z((1174.0742750389886,1117.413010572701,-0.362),(1174.2339586386943,1117.6219846093302,-0.362))",{[232.6154229591732@2018-09-18 10:00:01.612404+00]}
cd9207d6207b43c39a0575476853ab76,scene-0469,movable_object.trafficcone,default_color,{[0101000080CD0EB9C40C7E92403D1C1E139EC991403C0AD7A3703DBABF@2018-09-18 10:00:01.612404+00]},"STBOX Z((1183.112550242664,1137.9162859607754,-0.10249999999999998),(1183.9123881338169,1138.8924536450777,-0.10249999999999998))",{[129.3300000044528@2018-09-18 10:00:01.612404+00]}
4bb1cafb17e04ee98cf8da1bc90498b9,scene-0469,movable_object.barrier,default_color,{[0101000080F3634B92CA979240A02FC61FB2B59140C8A145B6F3FDD8BF@2018-09-18 10:00:01.612404+00]},"STBOX Z((1189.826962268045,1133.2645990414849,-0.39049999999999985),(1190.0686851203664,1133.5832996261497,-0.39049999999999985))",{[232.82099999948872@2018-09-18 10:00:01.612404+00]}
b2244171678c44cfbcf83c6ae40bf67a,scene-0469,movable_object.trafficcone,default_color,{[01010000800C39B21ED65092407A71408F5E809140B19DEFA7C64BD3BF@2018-09-18 10:00:01.612404+00]},"STBOX Z((1172.130231591286,1119.9827780962773,-0.30149999999999993),(1172.2879713520044,1120.2019085777,-0.30149999999999993))",{[234.2520000007899@2018-09-18 10:00:01.612404+00]}
0c353e6eca994a5bb86e7162af552fa6,scene-0469,movable_object.barrier,default_color,{[0101000080844FBD0613189240A63B46A9205392402C8716D9CEF7ED3F@2018-09-18 10:00:01.612404+00]},"STBOX Z((1157.7607994922794,1172.5241957976175,0.9365000000000001),(1158.2763613009834,1173.0395956631646,0.9365000000000001))",{[315.0090000041261@2018-09-18 10:00:01.612404+00]}
ef7e68e065ad4a0daaa1448819d43796,scene-0469,movable_object.barrier,default_color,{[01010000805AB59D9011209240E246760C435B9240343333333333E93F@2018-09-18 10:00:01.612404+00]},"STBOX Z((1159.787307429454,1174.5857036237198,0.7875000000000001),(1160.2469990284353,1175.0452508289402,0.7875000000000001))",{[315.0090000041261@2018-09-18 10:00:01.612404+00]}
795051e85f7d4cac881d49d19b4c61b7,scene-0469,movable_object.trafficcone,default_color,{[0101000080E44CFAC00D7D9240420E0733AACD9140ECD24D621058A9BF@2018-09-18 10:00:01.612404+00]},"STBOX Z((1182.9906524389573,1138.942655791366,-0.04949999999999996),(1183.5362104893247,1139.889764768031,-0.04949999999999996))",{[240.05700000405892@2018-09-18 10:00:01.612404+00]}
afe431c1525143f5a568ed6195573ca7,scene-0469,movable_object.barrier,default_color,{[0101000080F302AE254D0F9240177C6720BD4A924038894160E5D0EE3F@2018-09-18 10:00:01.612404+00]},"STBOX Z((1155.554721524642,1170.4331061561484,0.9630000000000001),(1156.095956573903,1170.9362816935618,0.9630000000000001))",{[317.0870000037238@2018-09-18 10:00:01.612404+00]}
dd8488fd5b4343cdbe3c550561a5d0a0,scene-0469,movable_object.barrier,default_color,{[0101000080064F3B5ADA9F924023D2E80F0EB09140BA490C022B87D6BF@2018-09-18 10:00:01.612404+00]},"STBOX Z((1191.818393199216,1131.8099657825042,-0.352),(1192.1080764638286,1132.2174993470157,-0.352))",{[234.5939999946859@2018-09-18 10:00:01.612404+00]}
433d2e1efbf94a81bb0b7734a6405687,scene-0469,movable_object.barrier,default_color,{[0101000080EE0B547888A292408639414763B5914046B6F3FDD478D1BF@2018-09-18 10:00:01.612404+00]},"STBOX Z((1192.488088808522,1133.1571016110915,-0.273),(1192.7784542236054,1133.5368013947675,-0.273))",{[232.5939999946859@2018-09-18 10:00:01.612404+00]}
28ea8f8a23d249f2b6fbe1eebf72b0cb,scene-0469,vehicle.car,default_color,{[0101000080FEE466BC6DF6924026249A2A8311914091ED7C3F355EF1BF@2018-09-18 10:00:01.612404+00]},"STBOX Z((1212.005167332706,1091.1950119424819,-1.0855),(1215.2091606849613,1093.561172460854,-1.0855))",{[323.5540000000045@2018-09-18 10:00:01.612404+00]}
1917c42a42ce47f08722f606e06d8474,scene-0469,human.pedestrian.adult,default_color,{[010100008018E7C95E9BCE924063EFC6A7360A9140931804560E2DF2BF@2018-09-18 10:00:01.612404+00]},"STBOX Z((1203.3671841847865,1090.3336595224746,-1.136),(1203.9362733704693,1090.7730892651402,-1.136))",{[142.32600000001923@2018-09-18 10:00:01.612404+00]}
92f6fa286be54a4ebde7d15186154dfe,scene-0469,movable_object.trafficcone,default_color,{[01010000809407E588BC56924034C60FB3557991400E2DB29DEFA7CEBF@2018-09-18 10:00:01.612404+00]},"STBOX Z((1173.611088294636,1118.2322415814099,-0.2395),(1173.7571436286344,1118.4351401753197,-0.2395))",{[234.2520000007899@2018-09-18 10:00:01.612404+00]}
9d8131e47d3a4ceca530e57f67cae7ae,scene-0469,vehicle.bicycle,default_color,{[0101000080ECB7D82D9E2E924064F76A1E1F459240E27A14AE47E1EC3F@2018-09-18 10:00:01.612404+00]},"STBOX Z((1163.122079463957,1168.542996302445,0.9025000000000001),(1164.1868640675095,1170.0177826422373,0.9025000000000001))",{[234.1710000020139@2018-09-18 10:00:01.612404+00]}
926607625a1b4f58af5810d2e185c87e,scene-0469,movable_object.trafficcone,default_color,{[01010000807ECDE5ACEF4D924036D2A0D3B3839140E27A14AE47E1DABF@2018-09-18 10:00:01.612404+00]},"STBOX Z((1171.4250516348213,1120.843640953105,-0.42000000000000004),(1171.5430643446923,1121.0075830169842,-0.42000000000000004))",{[234.2520000007899@2018-09-18 10:00:01.612404+00]}
edda2bac79854f278a68f79cb8069d3a,scene-0469,movable_object.trafficcone,default_color,{[010100008083078FE1067F9240CF9B89A032C8914028068195438BBCBF@2018-09-18 10:00:01.612404+00]},"STBOX Z((1183.6632890154974,1137.9815366535424,-0.11150000000000004),(1183.8501506108787,1138.1173444006392,-0.11150000000000004))",{[323.99100000272614@2018-09-18 10:00:01.612404+00]}
8e1d511ac94d44608707d23ba6336803,scene-0469,movable_object.barrier,default_color,{[010100008021861CE185B59240D1AA211036A8914014AE47E17A14DEBF@2018-09-18 10:00:01.612404+00]},"STBOX Z((1197.275876202635,1129.9052687614842,-0.47),(1197.4856068862143,1130.2003230621906,-0.47))",{[234.5939999946859@2018-09-18 10:00:01.612404+00]}
70e353da968345acbde39cd5184dab5f,scene-0469,movable_object.barrier,default_color,{[0101000080A6EC7AE84F8D924053DA50AC4BBD91409AEFA7C64B37C9BF@2018-09-18 10:00:01.612404+00]},"STBOX Z((1187.1863252568087,1135.137061302471,-0.1969999999999999),(1187.4697453011554,1135.5107377379904,-0.1969999999999999))",{[232.82099999948872@2018-09-18 10:00:01.612404+00]}
e3843e5470774ba19d4bba8650542f75,scene-0469,vehicle.car,default_color,{[0101000080832D65EB10879240B8B3FD2D4AB391402C068195438BC4BF@2018-09-18 10:00:01.612404+00]},"STBOX Z((1183.6191142786804,1131.4352394957368,-0.1605000000000002),(1187.9139316443673,1134.209642637927,-0.1605000000000002))",{[147.1380000007606@2018-09-18 10:00:01.612404+00]}
d3757f5eb3994fe998feb797ea62e5f2,scene-0469,vehicle.car,default_color,{[0101000080146FC7CAB49992405618BECE199691408C4160E5D022CBBF@2018-09-18 10:00:01.612404+00]},"STBOX Z((1188.641858758585,1124.2405000049628,-0.21200000000000008),(1192.2112508227037,1126.809905440585,-0.21200000000000008))",{[144.25200000206826@2018-09-18 10:00:01.612404+00]}
fa85c53fc240491b9c9039080ea200bb,scene-0469,vehicle.car,default_color,{[0101000080E623B2ACDFB7924023AB8B538E7F914030DD24068195DFBF@2018-09-18 10:00:01.612404+00]},"STBOX Z((1196.0364889920456,1118.409288709419,-0.49350000000000005),(1199.900375447806,1121.368692442773,-0.49350000000000005))",{[142.55099999849324@2018-09-18 10:00:01.612404+00]}
dd1a53d6ffba4d7aaea88f5b42369fee,scene-0469,movable_object.barrier,default_color,{[0101000080E10935A89D92924068D1CEDA65B99140E8263108AC1CD2BF@2018-09-18 10:00:01.612404+00]},"STBOX Z((1188.5382371564283,1134.196889593424,-0.2829999999999999),(1188.769686787526,1134.5020454032403,-0.2829999999999999))",{[232.82099999948872@2018-09-18 10:00:01.612404+00]}
