cameraid,frameid,framenum,filename,cameratranslation,camerarotation,cameraintrinsic,egotranslation,egorotation,timestamp,cameraheading,egoheading
scene-0224,96b68892c5714dd2a61d7082238aa2ec,1,samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532707917112404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000801436148C5FC19840AF01C910C0CF8A400000000000000000,"{-0.2694874,-0.007824795,0.0041409647,0.9629632}",2018-07-27 09:11:57.112404+00,121.85483,121.26693
scene-0457,6bfea9040e644eec985cce9156e8df8b,1,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537289741512404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080BA5F0FF1D6459E407A593308DC478A400000000000000000,"{0.70049447,-0.0034769408,0.01575897,0.71347535}",2018-09-18 09:55:41.512404+00,1.6532887,1.0653908
scene-0457,ab9fb9ec17ab445ea2582349d018f93c,2,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537289747862404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000802E4F3006AA459E40FA9E74CA17C68A400000000000000000,"{0.70334536,0.00966621,-0.004486382,0.7107684}",2018-09-18 09:55:47.862404+00,1.1851575,0.59725976
scene-0457,67626ee741aa4ab79751c63af6faf090,3,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537289748362404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080F0951AC3AC459E40F253A92B86C68A400000000000000000,"{0.7034007,0.009932581,-0.005046228,0.71070623}",2018-09-18 09:55:48.362404+00,1.1756454,0.5877476
scene-0457,d91be850365448ba97719307bfa60ad0,4,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537289748862404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",010100008059B118A2AE459E404E0D5A9D86C68A400000000000000000,"{0.7037168,0.010967478,-0.0063516167,0.7103675}",2018-09-18 09:55:48.862404+00,1.122182,0.53428423
scene-0457,6f5001d171534eea84966aa5bb25f02a,5,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537289749362404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000803C4827AAAE459E40288FB91D1FC78A400000000000000000,"{0.7038449,0.0121617215,-0.00862783,0.71019715}",2018-09-18 09:55:49.362404+00,1.0983497,0.51045185
scene-0457,01de757b2a9d471bac59acede5f0a2f4,6,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537289749862404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080FFC012B6AA459E4028C789012DCA8A400000000000000000,"{0.7043548,0.012394036,-0.0080877775,0.7096938}",2018-09-18 09:55:49.862404+00,1.0154153,0.42751753
scene-0457,e21382f2c7e74517855b0f059ed2d261,7,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537289750362404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080C7D7D026A2459E40F70F94EEB8D08A400000000000000000,"{0.70543694,0.011410792,-0.009268221,0.70862025}",2018-09-18 09:55:50.362404+00,0.84327066,0.25537282
scene-0535,1ab862ee2f344de28b27a5635a3d31b6,1,samples/CAM_FRONT/n008-2018-08-30-15-52-26-0400__CAM_FRONT__1535659228912404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080B8ADE34153B678404872B9E1A90284400000000000000000,"{-0.25063825,0.019477146,-0.010763776,-0.967825}",2018-08-30 13:00:28.912404+00,61.521633,60.933735
scene-0535,21befc59c14b484781dd05e5f17d9aa9,2,samples/CAM_FRONT/n008-2018-08-30-15-52-26-0400__CAM_FRONT__1535659229912404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",010100008044BEDC68DF4B78406AF81ED9431C84400000000000000000,"{-0.18322226,0.016868722,-0.00915083,-0.98288417}",2018-08-30 13:00:29.912404+00,69.448296,68.860405
scene-0469,5afe1805bcdc4508a668786620a7ad54,1,samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537290001612404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000806421A1652569924052BC82FDFBCF91400000000000000000,"{-0.31222096,-0.014706906,-0.0033770462,-0.94988966}",2018-09-18 10:00:01.612404+00,54.19497,53.607075
scene-0737,bd2b68edfd374c6789ffe27750111931,1,samples/CAM_FRONT/n008-2018-08-29-16-04-13-0400__CAM_FRONT__1535574093412404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080FEC7C0BCBC179A409352885A32C293400000000000000000,"{0.9018358,0.0013461942,-0.007184862,0.4320171}",2018-08-29 13:21:33.412404+00,-38.216442,-38.80434
scene-0737,d9b20fe456c24bc8a40e2ee0ba58250d,2,samples/CAM_FRONT/n008-2018-08-29-16-04-13-0400__CAM_FRONT__1535574093912404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",010100008062C6E1AD921A9A4031EDCA0F63C593400000000000000000,"{0.9212137,0.00039871817,-0.008174413,0.38897097}",2018-08-29 13:21:33.912404+00,-43.626514,-44.21441
scene-0737,b31babb6c46848a2a49106e27da5ad5d,3,samples/CAM_FRONT/n008-2018-08-29-16-04-13-0400__CAM_FRONT__1535574094362404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080228FF407081E9A4055EC39BD84C893400000000000000000,"{0.9440068,-0.00033461725,-0.006472113,0.32986227}",2018-08-29 13:21:34.362404+00,-50.889133,-51.47703
scene-0744,ed6b41c217a24bd2b998730a0fa118d2,1,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535656772912404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080AA0821BEB6058C40DB8E9AB62C1B75400000000000000000,"{0.40215945,0.005169959,0.010669516,-0.9154929}",2018-08-30 12:19:32.912404+00,138.01852,137.43063
scene-0744,68fc114f399e471884caf7d2e8bd25ca,2,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535656773912404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",010100008048CB19CE33FB8B40072670AAD20475400000000000000000,"{0.4000691,0.0054979553,0.011670921,-0.9163942}",2018-08-30 12:19:33.912404+00,137.7576,137.16971
scene-0744,502ab6ca572144508d0b999629c875d9,3,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535656774412404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080905F7C49F4F68B40FE63B9BE05FC74400000000000000000,"{0.3945272,0.006929064,0.010052129,-0.91880316}",2018-08-30 12:19:34.412404+00,137.06784,136.47993
scene-0812,7fbe65f4e8ca4bc1b2210e63889a7627,1,samples/CAM_FRONT/n008-2018-09-18-15-26-58-0400__CAM_FRONT__1537299102862404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000805A9C4EB9F9C19640596C68ADC52893400000000000000000,"{0.9054226,-0.0047491738,-0.0066906842,0.424432}",2018-09-18 12:31:42.862404+00,-39.182213,-39.77011
scene-0650,5c3919453b964774b9dfc221ced76a79,1,samples/CAM_FRONT/n008-2018-09-18-14-43-59-0400__CAM_FRONT__1537296615412404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000800425D1E2C014854056DC86446AE294400000000000000000,"{0.86072636,0.005593096,0.007831884,0.508977}",2018-09-18 11:50:15.412404+00,-28.218452,-28.806349
scene-0650,7b6886f8c67e48a5988c511d3f3c8e93,2,samples/CAM_FRONT/n008-2018-09-18-14-43-59-0400__CAM_FRONT__1537296618362404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000806499C0C39635854035A1D9F835FF94400000000000000000,"{0.86119074,0.0018861898,0.005705634,0.5082464}",2018-09-18 11:50:18.362404+00,-28.315836,-28.903732
scene-0650,c8da09973b2b41c89ceaa51a5625c3eb,3,samples/CAM_FRONT/n008-2018-09-18-14-43-59-0400__CAM_FRONT__1537296618862404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",010100008074CE942DBC3685407E34A1A4200095400000000000000000,"{0.8613307,0.0028921426,0.004282487,0.5080185}",2018-09-18 11:50:18.862404+00,-28.347523,-28.93542
scene-0650,b2308eb3ab574b81850ba90e13000594,4,samples/CAM_FRONT/n008-2018-09-18-14-43-59-0400__CAM_FRONT__1537296619362404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000803A853C5963378540D863F278A30095400000000000000000,"{0.86116,0.0032273182,0.0036072046,0.5083109}",2018-09-18 11:50:19.362404+00,-28.30905,-28.896946
scene-0650,e32765c19b2244748724b6fe54fcbec5,5,samples/CAM_FRONT/n008-2018-09-18-14-43-59-0400__CAM_FRONT__1537296619862404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080061BC03FCB378540BBAC7E7FF20095400000000000000000,"{0.8610152,0.0034534994,0.003393823,0.5085562}",2018-09-18 11:50:19.862404+00,-28.27657,-28.864466
scene-0167,09c2c37379234d8eb3795480eddfd10d,1,samples/CAM_FRONT/n008-2018-05-21-11-06-59-0400__CAM_FRONT__1526915426862465.jpg,010100008023DBF97E6ABCFA3F39B4C876BE9F9ABFFA7E6ABC7493F83F,"{0.50081235,-0.49682072,0.49634936,-0.50595796}","{{1262.8093,0,786.67847},{0,1262.8093,437.9891},{0,0,1}}",01010000801CF20D3DF9029B4097BA47247A9388400000000000000000,"{0.11928703,-0.007162256,-0.007164422,0.9928081}",2018-05-21 08:10:26.862465+00,76.03307,76.30309
scene-0749,db73fda9cae0483c811ed652bb5d0404,1,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535656855262404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000801C6622FE86108840B08746A9C3537A400000000000000000,"{-0.33953807,0.0020473644,0.005813901,-0.94057214}",2018-08-30 12:20:55.262404+00,50.891777,50.30388
scene-0749,454fac679f8d4ecca55ae878e702368d,2,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535656856762404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",010100008088F890FF86108840986DEDA6C3537A400000000000000000,"{-0.33959758,0.0020894406,0.005820224,-0.9405505}",2018-08-30 12:20:56.762404+00,50.88454,50.296642
scene-0749,31f95f5dc34044f9b8acce6ddf20c859,3,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535656857262404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000801490F3FE861088401E1EF1A7C3537A400000000000000000,"{-0.3396034,0.0019018153,0.005863025,-0.94054854}",2018-08-30 12:20:57.262404+00,50.883797,50.2959
scene-0749,85e937203d624eb2995bbc3966763769,4,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535656857662404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080AC805D0087108840A8AB96A5C3537A400000000000000000,"{-0.3396395,0.0018940369,0.0058959774,-0.9405353}",2018-08-30 12:20:57.662404+00,50.879402,50.291508
scene-0749,fa32e23e6164484c83a405514969fee7,5,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535656858162404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",010100008018381A00871088400E210EA6C3537A400000000000000000,"{-0.33959204,0.0019008416,0.0058891666,-0.9405525}",2018-08-30 12:20:58.162404+00,50.885185,50.297287
scene-0749,dce48023437e448d925b1b3111868e77,6,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535656858662413.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080948989FE8610884070CAA8A8C3537A400000000000000000,"{-0.3395736,0.0019400166,0.0058293636,-0.94055945}",2018-08-30 12:20:58.662413+00,50.887424,50.29953
scene-0749,1deaf3f29371463584582a56fee418da,7,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535656859162404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080C0932AFF8610884028A598A7C3537A400000000000000000,"{-0.33958283,0.0019830589,0.005804031,-0.94055617}",2018-08-30 12:20:59.162404+00,50.886307,50.29841
scene-0749,9450b46d418a4b4eb279c00a51876d4a,8,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535656860662404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000804488CBFF86108840FE4794A6C3537A400000000000000000,"{-0.33963153,0.0018663029,0.0058466448,-0.9405385}",2018-08-30 12:21:00.662404+00,50.880352,50.292454
scene-0749,8ecfddc8709844ad8718cd5807351d84,9,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535656861162404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080186391FF861088401E93F6A6C3537A400000000000000000,"{-0.3395928,0.0018541839,0.0058428072,-0.9405526}",2018-08-30 12:21:01.162404+00,50.885063,50.297165
scene-0749,9a39fef5014d4dbe8670ff906afd0bef,10,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535656861662404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080FCA078FF86108840B83520A7C3537A400000000000000000,"{-0.3396015,0.0018957995,0.005834449,-0.94054943}",2018-08-30 12:21:01.662404+00,50.884014,50.29612
scene-0630,a550f170a96c4828b5750ea4854882e0,1,samples/CAM_FRONT/n008-2018-09-18-14-35-12-0400__CAM_FRONT__1537295950362404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080BFCD6AAC483FA14074914F374A4E91400000000000000000,"{0.9701132,0.009632904,0.0042208997,-0.2424246}",2018-09-18 11:39:10.362404+00,-117.47515,-118.06305
scene-0630,82eba8f169134a0eb8feefe0fa2dbd3e,2,samples/CAM_FRONT/n008-2018-09-18-14-35-12-0400__CAM_FRONT__1537295966662404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000807CD76256F3C9A140D4732102E1E290400000000000000000,"{0.996059,0.009515194,-0.00058322056,-0.08817897}",2018-09-18 11:39:26.662404+00,-99.52873,-100.11663
scene-0580,df55147d9000448d896ac0214a846632,1,samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291062762404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080F4D60FA4D5B389409899B16249BE7F400000000000000000,"{0.9839443,0.010191123,0.0016722284,0.1781768}",2018-09-18 10:17:42.762404+00,-68.887695,-69.475586
scene-0580,5ff94dd2f3c042f0b539b57b557c9091,2,samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291070662404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",01010000803284C90EDC198B40047376C6AF6681400000000000000000,"{0.9073493,0.0047432296,0.00053196936,0.4203505}",2018-09-18 10:17:50.662404+00,-39.69922,-40.287117
scene-0580,6a7f4536a37b4c948db24be4b412cce6,3,samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291071162404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080D6E9703E27338B40C9E496DA378481400000000000000000,"{0.9068184,0.0064744917,-0.00069287757,0.4214712}",2018-09-18 10:17:51.162404+00,-39.557446,-40.14534
scene-0580,1077bc4775b6438593b0139b821992b5,4,samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291071662404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",010100008086B74DA0B24C8B40FD912A951CA281400000000000000000,"{0.9068326,0.0047790925,0.0016015371,0.42146087}",2018-09-18 10:17:51.662404+00,-39.559174,-40.14707
scene-0580,888e2e8c25aa4da1888ada1e0b0c124f,5,samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291081112409.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080488326BE613C8D400ECE4D3A8FDC83400000000000000000,"{0.90883046,0.007687548,0.0029767216,0.4170842}",2018-09-18 10:18:01.112409+00,-40.112934,-40.700832
scene-0598,6a66d1df67134083bdbc539d800a9db7,1,samples/CAM_FRONT/n008-2018-09-18-13-41-50-0400__CAM_FRONT__1537293277762404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080CEB0C8D01F099A4035E6FFCC9DAA93400000000000000000,"{0.8609679,-0.007931326,-0.0028314283,0.5085897}",2018-09-18 10:54:37.762404+00,-28.273832,-28.86173
scene-0598,8c9365ae55304978a523afd9a9b9c045,2,samples/CAM_FRONT/n008-2018-09-18-13-41-50-0400__CAM_FRONT__1537293278262404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080CE03B947450C9A403B9843AD3CB093400000000000000000,"{0.8634488,-0.009826566,-0.0016732848,0.504338}",2018-09-18 10:54:38.262404+00,-28.839544,-29.427443
scene-0598,5463fd0bb72440e287d473fd6f6959a4,3,samples/CAM_FRONT/n008-2018-09-18-13-41-50-0400__CAM_FRONT__1537293278762404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080844D9911190F9A4070A97F1E21B593400000000000000000,"{0.86850643,-0.008182184,-0.0020207807,0.49560624}",2018-09-18 10:54:38.762404+00,-29.994375,-30.582273
scene-0598,9062004ee0a444c5adda1fb248e87723,4,samples/CAM_FRONT/n008-2018-09-18-13-41-50-0400__CAM_FRONT__1537293291162404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080FD4A9195D80C9B40F2D94E74185E93400000000000000000,"{0.9653323,0.0022139759,0.0025949136,-0.2610016}",2018-09-18 10:54:51.162404+00,-119.671906,-120.2598
scene-0598,3166e7cac6c34432979c781950426392,5,samples/CAM_FRONT/n008-2018-09-18-13-41-50-0400__CAM_FRONT__1537293291662404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",010100008058A73FA062189B4044F7A2E8F65693400000000000000000,"{0.96306443,0.0036339385,0.0021817312,-0.2692377}",2018-09-18 10:54:51.662404+00,-120.650734,-121.23863
scene-0598,72b3b3664f29439ca0a88d8befffc644,6,samples/CAM_FRONT/n008-2018-09-18-13-41-50-0400__CAM_FRONT__1537293292162404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080E0378268D8229B40DE78C47E305093400000000000000000,"{0.95989835,0.0035201747,0.001998514,-0.280319}",2018-09-18 10:54:52.162404+00,-121.97129,-122.55919
scene-0598,c9d161e9a8034d858eef631f40edb76d,7,samples/CAM_FRONT/n008-2018-09-18-13-41-50-0400__CAM_FRONT__1537293292662404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080C4B07318282D9B40C62ABE6B494993400000000000000000,"{0.9560016,0.0007327467,0.0046607167,-0.29332367}",2018-09-18 10:54:52.662404+00,-123.52759,-124.115486
scene-0598,af144f3c08b54016ab3b94527c5a1f81,8,samples/CAM_FRONT/n008-2018-09-18-13-41-50-0400__CAM_FRONT__1537293293162404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",010100008026FA892E0C379B40E52890894C4293400000000000000000,"{0.95185906,-0.00070658844,0.0030312482,-0.30652028}",2018-09-18 10:54:53.162404+00,-125.11167,-125.69957
scene-0598,2ab0be62eaf5426c85ecfdbe4ac2317c,9,samples/CAM_FRONT/n008-2018-09-18-13-41-50-0400__CAM_FRONT__1537293293662404.jpg,0101000080BC7F3AD5558DFB3F29C895367D79733F98001BCF29EBF73F,"{0.50772417,-0.49733922,0.49837166,-0.4964832}","{{1252.8131,0,826.58813},{0,1252.8131,469.98465},{0,0,1}}",0101000080EEF5904D33409B40BEB74CB6873B93400000000000000000,"{0.9486342,0.0013608697,-0.0016843617,-0.31636766}",2018-09-18 10:54:53.662404+00,-126.29881,-126.88671
